公司名称,股票代码,处罚年份,舞弊类型,公告日期,公告年份
藏格控股股份有限公司,408,2020,重大遗漏、占用公司资产、其他,2020/12/18,2020
西藏发展股份有限公司,752,2020,重大遗漏、其他,2024/12/10,2024
西藏盛邦控股有限公司,752,2020,推迟披露、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、违规担保、其他; 重大遗漏、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、重大遗漏、占用公司资产、其他; 推迟披露、重大遗漏、其他; 其他,2025/1/22,2025
西藏藏格创业投资集团有限公司,408,2020,重大遗漏、占用公司资产、其他,2020/12/18,2020
西陇科学股份有限公司,2584,2020,虚构利润,2023/7/3,2023
诺贝丰(中国)农业有限公司,2470,2020,虚假记载(误导性陈述)、重大遗漏、其他,2022/8/5,2022
贤丰控股股份有限公司,2141,2020,虚假记载(误导性陈述)、重大遗漏、其他,2021/1/6,2021
贤丰控股集团有限公司,2141,2020,虚假记载(误导性陈述)、重大遗漏、其他,2021/1/6,2021
贵州益佰制药股份有限公司,600594,2020,推迟披露,2021/6/9,2021
贵州省广播电视信息网络股份有限公司,600996,2020,一般会计处理不当,2021/8/17,2021
赣州森昕股权投资合伙企业(有限合伙),603111,2020,其他,2020/12/31,2020
起步股份有限公司,603557,2020,虚假记载(误导性陈述)、重大遗漏、欺诈上市,2023/5/11,2023
超讯通信股份有限公司,603322,2020,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/9/16,2021
跨境通宝电子商务股份有限公司,2640,2020,一般会计处理不当、其他,2022/1/8,2022
辅仁药业集团制药股份有限公司,600781,2020,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2025/3/26,2025
辽宁申华控股股份有限公司,600653,2020,其他,2022/2/22,2022
郑州华晶金刚石股份有限公司,300064,2020,虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、其他,2021/8/16,2021
重庆万里新能源股份有限公司,600847,2020,重大遗漏、一般会计处理不当、其他,2020/9/16,2020
重庆兆盈实业集团有限公司,976,2020,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
重庆惠程信息科技股份有限公司,2168,2020,虚构利润、虚列资产、其他,2024/9/14,2024
重庆秦安机电股份有限公司,603758,2020,一般会计处理不当、其他,2021/7/21,2021
金正大生态工程集团股份有限公司,2470,2020,虚构利润、虚假记载(误导性陈述)、重大遗漏,2022/1/20,2022
金通灵科技集团股份有限公司,300091,2020,虚构利润、虚假记载(误导性陈述),2023/11/21,2023
铁岭新城投资控股(集团)股份有限公司,809,2020,虚构利润,2022/1/20,2022
银江技术股份有限公司,300020,2020,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 推迟披露、其他,2025/4/16,2025
锦州港股份有限公司,600190,2020,虚假记载(误导性陈述)、其他,2024/6/1,2024
长城国际动漫游戏股份有限公司,835,2020,其他,2022/2/15,2022
陕西航天动力高科技股份有限公司,600343,2020,虚假记载(误导性陈述)、其他,2023/6/3,2023
隆鑫通用动力股份有限公司,603766,2020,占用公司资产; 虚假记载(误导性陈述)、重大遗漏; 一般会计处理不当、其他,2021/11/10,2021
雪松发展股份有限公司,2485,2020,虚构利润、虚假记载(误导性陈述),2022/6/27,2022
青岛恒超机械有限公司,976,2020,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
鞍山森远路桥股份有限公司,300210,2020,虚假记载(误导性陈述)、一般会计处理不当,2023/8/28,2023
鹏博士电信传媒集团股份有限公司,600804,2020,虚列资产、虚假记载(误导性陈述)、推迟披露,2024/3/29,2024
麦趣尔集团股份有限公司,2719,2020,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/12/8,2021
黑牡丹(集团)股份有限公司,600510,2020,虚构利润,2023/5/13,2023
鼎龙文化股份有限公司,2502,2020,虚假记载(误导性陈述)、一般会计处理不当,2022/5/11,2022
龙洲集团股份有限公司,2682,2020,一般会计处理不当,2021/10/20,2021
TCL科技集团股份有限公司,100,2021,一般会计处理不当、其他; 推迟披露、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2022/10/29,2022
万方城镇投资发展股份有限公司,638,2021,一般会计处理不当、其他,2022/9/30,2022
三胞集团有限公司,600122,2021,重大遗漏、其他,2023/4/19,2023
上海中路(集团)有限公司,600818,2021,推迟披露、重大遗漏、其他,2024/1/19,2024
上海凤凰企业(集团)股份有限公司,600679,2021,虚假记载(误导性陈述)、其他,2024/1/20,2024
上海华铭智能终端设备股份有限公司,300462,2021,虚构利润、虚假记载(误导性陈述)、其他,2025/7/5,2025
上海国之杰投资发展有限公司,600816,2021,推迟披露、其他,2022/6/10,2022
上海复旦复华科技股份有限公司,600624,2021,虚假记载(误导性陈述),2024/3/20,2024
上海太和水科技发展股份有限公司,605081,2021,虚假记载(误导性陈述)、其他,2023/7/12,2023
上海宏达新材料股份有限公司,2211,2021,虚假记载(误导性陈述)、虚构利润、一般会计处理不当、其他,2022/12/5,2022
上海实业发展股份有限公司,600748,2021,推迟披露; 推迟披露; 虚构利润、虚假记载(误导性陈述),2022/12/28,2022
上海新动力汽车科技股份有限公司,600841,2021,一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 推迟披露、其他,2025/8/6,2025
上海易连实业集团股份有限公司,600836,2021,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2025/3/26,2025
上海晟天企业发展有限公司,600532,2021,虚假记载(误导性陈述)、推迟披露、占用公司资产、其他,2022/11/7,2022
上海智汇未来医疗服务股份有限公司,600532,2021,虚假记载(误导性陈述)、推迟披露、占用公司资产、其他,2022/11/7,2022
上海海希工业通讯股份有限公司,920405,2021,一般会计处理不当、其他,2024/1/11,2024
上海电气集团股份有限公司,600835,2021,虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2022/12/13,2022
上海电气集团股份有限公司,601727,2021,虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2022/12/10,2022
上海电气集团股份有限公司,688660,2021,虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2022/12/27,2022
上海贵酒股份有限公司,600696,2021,虚假记载(误导性陈述)、其他,2024/2/20,2024
上海金力泰化工股份有限公司,300225,2021,虚列资产、其他,2023/12/6,2023
上海雪榕生物科技股份有限公司,300511,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2023/12/25,2023
上海飞凯材料科技股份有限公司,300398,2021,重大遗漏、一般会计处理不当、其他,2024/4/15,2024
东方时尚投资有限公司,603377,2021,推迟披露、其他; 重大遗漏、其他; 推迟披露、占用公司资产、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2025/3/28,2025
东方时尚驾驶学校股份有限公司,603377,2021,推迟披露; 重大遗漏; 推迟披露; 重大遗漏; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当,2025/1/23,2025
东方集团股份有限公司,600811,2021,虚构利润、虚假记载(误导性陈述),2025/3/17,2025
东旭集团有限公司,40,2021,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
东旭集团有限公司,2486,2021,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
东莞勤上光电股份有限公司,2638,2021,虚假记载(误导性陈述)、重大遗漏、其他,2022/1/6,2022
中信尼雅葡萄酒股份有限公司,600084,2021,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2024/6/7,2024
中信重工机械股份有限公司,601608,2021,一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 其他,2024/11/30,2024
中兴华会计师事务所(特殊普通合伙),2464,2021,一般会计处理不当、其他,2022/1/4,2022
中兴天恒能源科技(北京)股份公司,600856,2021,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2021/10/21,2021
中兴财光华会计师事务所(特殊普通合伙),2122,2021,其他,2024/1/2,2024
中兴财光华会计师事务所(特殊普通合伙),2584,2021,虚假记载(误导性陈述)、其他,2024/8/30,2024
中兴财光华会计师事务所(特殊普通合伙),300089,2021,一般会计处理不当、其他,2022/4/22,2022
中兴财光华会计师事务所(特殊普通合伙),300392,2021,其他,2021/11/15,2021
中兴财光华会计师事务所(特殊普通合伙),600734,2021,虚假记载(误导性陈述)、其他,2024/8/16,2024
中喜会计师事务所(特殊普通合伙),2329,2021,一般会计处理不当、其他,2021/12/16,2021
中国西电电气股份有限公司,601179,2021,虚假记载(误导性陈述)、一般会计处理不当; 虚假记载(误导性陈述)、重大遗漏; 一般会计处理不当,2023/1/21,2023
中国高科集团股份有限公司,600730,2021,虚构利润、虚假记载(误导性陈述)、其他,2022/8/8,2022
中安科股份有限公司,600654,2021,其他,2022/3/9,2022
中庚置业集团有限公司,600753,2021,推迟披露、重大遗漏、占用公司资产,2023/9/21,2023
中汇会计师事务所(特殊普通合伙),300393,2021,一般会计处理不当、其他,2022/1/10,2022
中汇会计师事务所(特殊普通合伙),603007,2021,一般会计处理不当、其他,2022/1/5,2022
中电电机股份有限公司,603988,2021,推迟披露、重大遗漏、其他,2024/10/1,2024
中节能铁汉生态环境股份有限公司,300197,2021,一般会计处理不当、其他; 一般会计处理不当、其他; 其他; 其他; 其他; 其他,2024/9/30,2024
中路股份有限公司,600818,2021,推迟披露、重大遗漏、其他,2024/1/19,2024
乐山巨星农牧股份有限公司,603477,2021,一般会计处理不当,2025/5/17,2025
九江嘉柏实业有限公司,2164,2021,其他,2022/3/15,2022
云南九天投资控股集团有限公司,600093,2021,虚假记载(误导性陈述)、推迟披露,2022/4/20,2022
云南云内动力集团有限公司,903,2021,虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、一般会计处理不当、其他,2024/4/16,2024
云南罗平锌电股份有限公司,2114,2021,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
亚太(集团)会计师事务所(特殊普通合伙),2446,2021,一般会计处理不当、其他,2022/4/22,2022
京蓝科技股份有限公司,711,2021,重大遗漏、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他; 一般会计处理不当、其他,2023/11/1,2023
人福医药集团股份公司,600079,2021,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
任子行网络技术股份有限公司,300311,2021,虚构利润、虚假记载(误导性陈述)、其他,2025/6/21,2025
伊犁远音新能源技术有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
众华会计师事务所(特殊普通合伙),2564,2021,虚假记载(误导性陈述)、重大遗漏、其他,2025/1/6,2025
众华会计师事务所(特殊普通合伙),300262,2021,其他,2023/3/2,2023
众华会计师事务所(特殊普通合伙),603996,2021,一般会计处理不当、其他,2021/12/22,2021
佛山遥望科技股份有限公司,2291,2021,虚假记载(误导性陈述)、推迟披露、其他,2023/12/12,2023
保利联合化工控股集团股份有限公司,2037,2021,虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 一般会计处理不当,2023/7/1,2023
元成环境股份有限公司,603388,2021,虚构利润、虚假记载(误导性陈述)、其他,2025/10/11,2025
光启技术股份有限公司,2625,2021,虚假记载(误导性陈述)、重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏; 擅自改变资金用途、一般会计处理不当,2022/1/5,2022
光正眼科医院集团股份有限公司,2524,2021,重大遗漏、一般会计处理不当、其他,2022/12/16,2022
全通教育集团(广东)股份有限公司,300359,2021,一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/5/24,2023
公证天业会计师事务所(特殊普通合伙),700,2021,虚构利润、其他,2023/2/22,2023
公证天业会计师事务所(特殊普通合伙),2211,2021,虚假记载(误导性陈述)、其他,2024/10/14,2024
兴源环境科技股份有限公司,300266,2021,虚假记载(误导性陈述)、其他,2023/10/31,2023
凤形股份有限公司,2760,2021,其他; 其他; 重大遗漏、其他; 一般会计处理不当、其他,2023/4/8,2023
利安达会计师事务所(特殊普通合伙),2288,2021,虚假记载(误导性陈述)、其他,2025/10/27,2025
北京东方园林环境股份有限公司,2310,2021,虚假记载(误导性陈述)、其他,2024/2/1,2024
北京东方通科技股份有限公司,300379,2021,虚构利润、虚假记载(误导性陈述)、其他,2025/9/13,2025
北京中天华茂会计师事务所(普通合伙),300367,2021,一般会计处理不当、其他,2022/1/14,2022
北京中天华茂会计师事务所(普通合伙),300495,2021,重大遗漏、一般会计处理不当、其他,2022/4/1,2022
北京中腾物联科技发展有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京合众思壮科技股份有限公司,2383,2021,虚假记载(误导性陈述)、其他,2023/5/22,2023
北京康吉森自动化设备技术有限责任公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京弘高创意建筑设计股份有限公司,2504,2021,虚假记载(误导性陈述)、其他,2024/6/7,2024
北京慧辰资道资讯股份有限公司,688500,2021,虚假记载(误导性陈述)、其他,2023/12/8,2023
北京捷成世纪科技股份有限公司,300182,2021,重大遗漏、占用公司资产、其他; 重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2021/12/3,2021
北京浩丰创源科技股份有限公司,300419,2021,虚假记载(误导性陈述)、其他,2024/10/28,2024
北京空港科技园区股份有限公司,600463,2021,一般会计处理不当、其他; 一般会计处理不当、其他; 推迟披露、其他,2022/1/11,2022
北京金一文化发展股份有限公司,2721,2021,虚构利润、虚列资产、虚假记载(误导性陈述)、其他,2024/6/6,2024
北京青云科技股份有限公司,688316,2021,虚构利润、虚假记载(误导性陈述)、其他,2022/7/27,2022
北京飞利信科技股份有限公司,300287,2021,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/3/8,2024
华仪电气股份有限公司,600290,2021,虚假记载(误导性陈述)、其他,2023/11/25,2023
华兴会计师事务所(特殊普通合伙),632,2021,其他,2023/12/28,2023
华扬联众数字技术股份有限公司,603825,2021,重大遗漏、占用公司资产、其他,2025/8/23,2025
华致酒行连锁管理股份有限公司,300755,2021,虚假记载(误导性陈述)、其他,2023/5/13,2023
南京红太阳股份有限公司,525,2021,虚假记载(误导性陈述)、一般会计处理不当,2022/3/15,2022
南宁化工股份有限公司,600301,2021,虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2022/8/4,2022
博天环境集团股份有限公司,603603,2021,其他,2023/6/17,2023
合肥江航飞机装备股份有限公司,688586,2021,虚假记载(误导性陈述)、一般会计处理不当,2021/8/11,2021
吉峰三农科技服务股份有限公司,300022,2021,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当,2021/9/23,2021
吉林亚联发展科技股份有限公司,2316,2021,虚构利润、一般会计处理不当,2024/8/5,2024
同辉佳视(北京)信息技术股份有限公司,920090,2021,虚构利润、虚假记载(误导性陈述)、其他,2025/9/5,2025
启迪控股股份有限公司,826,2021,其他,2022/2/8,2022
吴忠仪表有限责任公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
四川华信(集团)会计师事务所(特殊普通合伙),300362,2021,一般会计处理不当、其他,2021/10/11,2021
四川华信(集团)会计师事务所(特殊普通合伙),600804,2021,重大遗漏、一般会计处理不当、其他,2022/1/19,2022
四川巨星企业集团有限公司,603477,2021,一般会计处理不当,2025/5/17,2025
四川西部资源控股股份有限公司,600139,2021,重大遗漏、一般会计处理不当、其他,2022/1/7,2022
国旅文化投资集团股份有限公司,600358,2021,虚假记载(误导性陈述)、推迟披露、重大遗漏、一般会计处理不当、其他,2024/12/25,2024
国盛金融控股集团股份有限公司,2670,2021,一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 重大遗漏; 虚假记载(误导性陈述)、其他,2024/5/23,2024
国网英大股份有限公司,600517,2021,重大遗漏; 虚假记载(误导性陈述)、重大遗漏; 重大遗漏; 其他,2024/4/19,2024
国美通讯设备股份有限公司,600898,2021,虚假记载(误导性陈述)、其他,2024/10/15,2024
国轩高科股份有限公司,2074,2021,重大遗漏; 推迟披露; 推迟披露、一般会计处理不当,2022/8/4,2022
圆通速递股份有限公司,600233,2021,其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/6/7,2023
大信会计师事务所(特殊普通合伙),813,2021,一般会计处理不当、其他,2021/12/8,2021
大信会计师事务所(特殊普通合伙),2699,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/1/4,2022
大信会计师事务所(特殊普通合伙),300237,2021,虚假记载(误导性陈述)、其他,2023/2/27,2023
大信会计师事务所(特殊普通合伙),300256,2021,虚假记载(误导性陈述)、其他,2025/6/5,2025
大华会计师事务所(特殊普通合伙),571,2021,一般会计处理不当、其他,2021/12/6,2021
大华会计师事务所(特殊普通合伙),2638,2021,一般会计处理不当、其他,2022/4/22,2022
大华会计师事务所(特殊普通合伙),300050,2021,一般会计处理不当、其他,2022/2/10,2022
大华会计师事务所(特殊普通合伙),300091,2021,虚假记载(误导性陈述)、其他,2024/5/14,2024
大华会计师事务所(特殊普通合伙),600898,2021,虚假记载(误导性陈述)、其他,2025/6/27,2025
大唐高鸿网络股份有限公司,851,2021,虚构利润、虚假记载(误导性陈述),2025/8/9,2025
大连豪森设备制造股份有限公司,688529,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/12/31,2022
天健会计师事务所(特殊普通合伙),300078,2021,虚假记载(误导性陈述)、其他,2025/1/3,2025
天健会计师事务所(特殊普通合伙),300203,2021,一般会计处理不当、其他,2022/1/12,2022
天津乐橙企业管理咨询合伙企业(有限合伙),2247,2021,其他,2022/4/21,2022
天津卓朗信息科技股份有限公司,600225,2021,虚构利润、虚假记载(误导性陈述)、重大遗漏,2024/10/31,2024
天衡会计师事务所(特殊普通合伙),300182,2021,重大遗漏、一般会计处理不当、其他,2022/4/7,2022
天衡会计师事务所(特殊普通合伙),600287,2021,虚假记载(误导性陈述)、其他,2025/1/20,2025
太原重型机械集团有限公司,600169,2021,重大遗漏、占用公司资产、一般会计处理不当、其他,2023/12/14,2023
太原重工股份有限公司,600169,2021,重大遗漏、占用公司资产、一般会计处理不当、其他,2023/12/14,2023
太安堂集团有限公司,2433,2021,虚假记载(误导性陈述)、违规买卖股票、一般会计处理不当、其他,2022/1/11,2022
宁夏中自实业有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁夏中自投资有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁夏朗盛精密制造技术有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁波东力股份有限公司,2164,2021,其他,2022/3/15,2022
宁波创源文化发展股份有限公司,300703,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/8/12,2021
宁波富邦精业集团股份有限公司,600768,2021,推迟披露、其他,2022/7/12,2022
安信信托股份有限公司,600816,2021,推迟披露、其他,2022/6/10,2022
安徽中电兴发与鑫龙科技股份有限公司,2298,2021,其他,2023/7/13,2023
安徽新华传媒股份有限公司,601801,2021,虚假记载(误导性陈述); 虚假记载(误导性陈述); 其他,2023/12/29,2023
安徽省司尔特肥业股份有限公司,2538,2021,虚假记载(误导性陈述)、一般会计处理不当,2025/4/23,2025
容诚会计师事务所(特殊普通合伙),688619,2021,其他,2024/9/12,2024
山东如意毛纺服装集团股份有限公司,2193,2021,重大遗漏、其他,2024/2/8,2024
山东美晨生态环境股份有限公司,300237,2021,虚假记载(误导性陈述)、其他,2022/12/7,2022
山东英达钢结构有限公司,760,2021,推迟披露、占用公司资产,2021/7/16,2021
山东金晶科技股份有限公司,600586,2021,虚构利润、推迟披露、其他,2021/8/4,2021
山东龙力生物科技股份有限公司,2604,2021,重大遗漏,2021/1/13,2021
山鹰国际控股股份公司,600567,2021,虚假记载(误导性陈述)、推迟披露、其他; 一般会计处理不当、其他,2023/7/13,2023
希格玛会计师事务所(特殊普通合伙),600540,2021,一般会计处理不当、其他,2021/12/15,2021
常州誉华企业管理有限公司,760,2021,推迟披露、占用公司资产,2021/7/16,2021
常熟市国瑞科技股份有限公司,300600,2021,虚构利润、虚假记载(误导性陈述)、其他,2023/9/8,2023
广东万和新电气股份有限公司,2543,2021,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2022/10/15,2022
广东佳兆业佳云科技股份有限公司,300242,2021,虚构利润、推迟披露、重大遗漏、其他,2023/12/15,2023
广东华铁通达高铁装备股份有限公司,976,2021,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
广东天际电器股份有限公司,2759,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/1/11,2022
广东太安堂药业股份有限公司,2433,2021,虚假记载(误导性陈述)、违规买卖股票、一般会计处理不当、其他,2022/1/11,2022
广东松发陶瓷股份有限公司,603268,2021,重大遗漏、一般会计处理不当、其他,2022/1/26,2022
广东柏堡龙股份有限公司,2776,2021,重大遗漏,2021/10/30,2021
广东榕泰实业股份有限公司,600589,2021,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2023/7/18,2023
广东派生智能科技股份有限公司,300176,2021,一般会计处理不当,2022/5/9,2022
广东紫晶信息存储技术股份有限公司,688086,2021,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏,2022/11/19,2022
广东纬德信息科技股份有限公司,688171,2021,一般会计处理不当,2021/7/30,2021
广东翔鹭钨业股份有限公司,2842,2021,虚构利润、推迟披露、其他,2023/12/14,2023
广东雪莱特光电科技股份有限公司,2076,2021,虚假记载(误导性陈述)、其他,2022/4/8,2022
广州市香雪制药股份有限公司,300147,2021,重大遗漏、其他,2025/8/16,2025
广州方邦电子股份有限公司,688020,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/11/19,2022
广州瑞松智能科技股份有限公司,688090,2021,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/8,2024
广州航新航空科技股份有限公司,300424,2021,重大遗漏、其他,2021/12/31,2021
广州通达汽车电气股份有限公司,603390,2021,虚构利润、其他,2022/3/10,2022
广汇物流股份有限公司,600603,2021,虚假记载(误导性陈述)、推迟披露、占用公司资产、其他; 推迟披露、其他; 虚构利润、推迟披露、占用公司资产、其他; 虚构利润、虚假记载(误导性陈述)、推迟披露、其他; 其他,2024/10/31,2024
广誉远中药股份有限公司,600771,2021,虚构利润、虚假记载(误导性陈述)、其他,2024/3/26,2024
