公司名称,股票代码,处罚年份,舞弊类型,公告日期,公告年份
雪松发展股份有限公司,2485,2019,虚构利润、虚假记载(误导性陈述),2022/6/27,2022
青岛恒超机械有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
鞍山森远路桥股份有限公司,300210,2019,虚假记载(误导性陈述)、一般会计处理不当,2023/8/28,2023
鹏博士电信传媒集团股份有限公司,600804,2019,虚列资产、虚假记载(误导性陈述),2024/3/29,2024
麦趣尔集团股份有限公司,2719,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/12/8,2021
黑牡丹(集团)股份有限公司,600510,2019,虚构利润,2023/5/13,2023
鼎龙文化股份有限公司,2502,2019,虚假记载(误导性陈述),2022/5/11,2022
龙洲集团股份有限公司,2682,2019,一般会计处理不当,2021/10/20,2021
TCL科技集团股份有限公司,100,2020,一般会计处理不当、其他; 推迟披露、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2022/10/29,2022
三胞集团有限公司,600122,2020,重大遗漏、其他,2023/4/19,2023
上海中路(集团)有限公司,600818,2020,推迟披露、重大遗漏、其他,2024/1/19,2024
上海凤凰企业(集团)股份有限公司,600679,2020,虚假记载(误导性陈述)、其他,2024/1/20,2024
上海和鹰实业发展有限公司,600525,2020,其他,2020/12/23,2020
上海国之杰投资发展有限公司,600816,2020,推迟披露、重大遗漏、其他,2022/6/10,2022
上海复旦复华科技股份有限公司,600624,2020,虚假记载(误导性陈述),2024/3/20,2024
上海太和水科技发展股份有限公司,605081,2020,虚假记载(误导性陈述)、其他,2024/1/19,2024
上海宏达新材料股份有限公司,2211,2020,虚假记载(误导性陈述)、虚构利润、其他,2022/12/5,2022
上海实业发展股份有限公司,600748,2020,推迟披露; 推迟披露; 虚构利润、虚假记载(误导性陈述),2022/12/28,2022
上海富控互动娱乐股份有限公司,600634,2020,一般会计处理不当,2020/11/14,2020
上海巴安水务股份有限公司,300262,2020,其他; 推迟披露、一般会计处理不当; 一般会计处理不当; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当; 擅自改变资金用途,2022/2/15,2022
上海新动力汽车科技股份有限公司,600841,2020,一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 推迟披露、其他,2025/8/6,2025
上海晟天企业发展有限公司,600532,2020,推迟披露、占用公司资产、违规担保、其他,2022/11/7,2022
上海智汇未来医疗服务股份有限公司,600532,2020,推迟披露、占用公司资产、违规担保、其他,2022/11/7,2022
上海王信投资有限公司,600525,2020,其他,2020/12/23,2020
上海贵酒股份有限公司,600696,2020,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/20,2024
上海雪榕生物科技股份有限公司,300511,2020,虚假记载(误导性陈述)、一般会计处理不当、其他,2023/12/25,2023
东华软件股份公司,2065,2020,虚构利润、其他,2021/12/16,2021
东旭集团有限公司,40,2020,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
东旭集团有限公司,2486,2020,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
东莞勤上光电股份有限公司,2638,2020,虚假记载(误导性陈述)、重大遗漏、其他,2022/1/6,2022
东莞市众旺昕股权投资合伙企业(有限合伙),603111,2020,其他,2020/12/31,2020
中信尼雅葡萄酒股份有限公司,600084,2020,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2024/6/7,2024
中信重工机械股份有限公司,601608,2020,一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 其他,2024/11/30,2024
中兴华会计师事务所(特殊普通合伙),2485,2020,虚假记载(误导性陈述)、其他,2023/11/6,2023
中兴华会计师事务所(特殊普通合伙),2619,2020,虚假记载(误导性陈述)、其他,2023/12/22,2023
中兴天恒能源科技(北京)股份公司,600856,2020,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2021/10/21,2021
中兴财光华会计师事务所(特殊普通合伙),2122,2020,其他,2024/1/2,2024
中兴财光华会计师事务所(特殊普通合伙),2547,2020,重大遗漏、一般会计处理不当、其他,2021/1/14,2021
中兴财光华会计师事务所(特殊普通合伙),2647,2020,虚假记载(误导性陈述)、其他,2022/12/14,2022
中兴财光华会计师事务所(特殊普通合伙),2776,2020,虚假记载(误导性陈述)、其他,2022/7/14,2022
中兴财光华会计师事务所(特殊普通合伙),600146,2020,一般会计处理不当、其他,2021/5/31,2021
中准会计师事务所(特殊普通合伙),300117,2020,一般会计处理不当、其他,2020/12/23,2020
中勤万信会计师事务所(特殊普通合伙),300109,2020,一般会计处理不当、其他,2021/12/31,2021
中喜会计师事务所(特殊普通合伙),2329,2020,一般会计处理不当、其他,2021/12/16,2021
中国高科集团股份有限公司,600730,2020,虚构利润、虚假记载(误导性陈述)、其他,2022/8/8,2022
中天运会计师事务所(特殊普通合伙),300495,2020,虚假记载(误导性陈述)、重大遗漏、其他,2024/2/1,2024
中天运会计师事务所(特殊普通合伙),600260,2020,一般会计处理不当、其他,2021/3/30,2021
中安科股份有限公司,600654,2020,其他,2022/3/9,2022
中审亚太会计师事务所(特殊普通合伙),603729,2020,重大遗漏、一般会计处理不当、其他,2021/12/2,2021
中审众环会计师事务所(特殊普通合伙),523,2020,虚假记载(误导性陈述)、其他,2023/8/10,2023
中审众环会计师事务所(特殊普通合伙),2652,2020,一般会计处理不当、其他,2021/12/31,2021
中审众环会计师事务所(特殊普通合伙),300387,2020,一般会计处理不当、其他,2020/11/26,2020
中审众环会计师事务所(特殊普通合伙),600242,2020,其他,2022/9/19,2022
中审众环会计师事务所(特殊普通合伙),600767,2020,一般会计处理不当; 一般会计处理不当、其他,2022/1/28,2022
中审众环会计师事务所(特殊普通合伙),603778,2020,一般会计处理不当、其他,2020/12/23,2020
中庚置业集团有限公司,600753,2020,推迟披露、占用公司资产,2023/9/21,2023
中汇会计师事务所(特殊普通合伙),2650,2020,一般会计处理不当、其他,2020/12/31,2020
中汇会计师事务所(特殊普通合伙),300393,2020,一般会计处理不当、其他,2022/1/10,2022
中汇会计师事务所(特殊普通合伙),603007,2020,一般会计处理不当、其他,2022/1/5,2022
中潜股份有限公司,300526,2020,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2021/9/1,2021
中节能铁汉生态环境股份有限公司,300197,2020,一般会计处理不当、其他; 一般会计处理不当、其他; 其他; 其他; 其他; 其他,2024/9/30,2024
中证天通会计师事务所(特殊普通合伙),600711,2020,一般会计处理不当、其他,2021/1/11,2021
中路股份有限公司,600818,2020,推迟披露、重大遗漏、其他,2024/1/19,2024
丹化化工科技股份有限公司,600844,2020,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/3/8,2021
九江嘉柏实业有限公司,2164,2020,其他,2022/3/15,2022
云南九天投资控股集团有限公司,600093,2020,虚构利润、虚假记载(误导性陈述)、重大遗漏,2022/4/20,2022
云南罗平锌电股份有限公司,2114,2020,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
亚太(集团)会计师事务所(特殊普通合伙),670,2020,一般会计处理不当、其他,2020/11/26,2020
亚太(集团)会计师事务所(特殊普通合伙),971,2020,一般会计处理不当、其他,2021/3/30,2021
人福医药集团股份公司,600079,2020,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
仁东控股股份有限公司,2647,2020,虚构利润、虚假记载(误导性陈述)、推迟披露、其他,2022/2/22,2022
伊犁远音新能源技术有限公司,976,2020,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
众华会计师事务所(特殊普通合伙),2564,2020,虚假记载(误导性陈述)、重大遗漏、其他,2025/1/6,2025
众华会计师事务所(特殊普通合伙),300262,2020,其他,2023/3/2,2023
众泰汽车股份有限公司,980,2020,虚假记载(误导性陈述)、推迟披露,2020/7/29,2020
佛山遥望科技股份有限公司,2291,2020,虚假记载(误导性陈述)、其他,2023/12/12,2023
保利联合化工控股集团股份有限公司,2037,2020,虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 一般会计处理不当,2023/7/1,2023
光启技术股份有限公司,2625,2020,虚假记载(误导性陈述)、重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏; 擅自改变资金用途、一般会计处理不当,2022/1/5,2022
光正眼科医院集团股份有限公司,2524,2020,推迟披露、其他,2022/12/16,2022
全通教育集团(广东)股份有限公司,300359,2020,一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/5/24,2023
公证天业会计师事务所(特殊普通合伙),890,2020,一般会计处理不当、其他,2021/2/26,2021
公证天业会计师事务所(特殊普通合伙),2211,2020,虚假记载(误导性陈述)、其他,2024/10/14,2024
公证天业会计师事务所(特殊普通合伙),300240,2020,一般会计处理不当、其他,2021/6/21,2021
兴源环境科技股份有限公司,300266,2020,虚假记载(误导性陈述)、其他,2023/10/31,2023
内蒙古西水创业股份有限公司,600291,2020,虚构利润、虚假记载(误导性陈述)、推迟披露、其他,2024/9/2,2024
利安达会计师事务所(特殊普通合伙),2288,2020,虚假记载(误导性陈述)、其他,2025/10/27,2025
北京万邦达环保技术股份有限公司,300055,2020,一般会计处理不当,2020/9/9,2020
北京东方园林环境股份有限公司,2310,2020,虚假记载(误导性陈述)、其他,2024/2/1,2024
北京东方通科技股份有限公司,300379,2020,虚构利润、虚假记载(误导性陈述)、其他,2025/9/13,2025
北京中腾物联科技发展有限公司,976,2020,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京佳讯飞鸿电气股份有限公司,300213,2020,虚构利润、其他,2021/12/15,2021
北京信威科技集团股份有限公司,600485,2020,虚假记载(误导性陈述)、其他,2024/3/12,2024
